part,before_unique,after_unique,resolver_warnings,families
75974.dat,15,20,0,cylinder
75977.dat,14,41,0,cylinder
75979.dat,4,15,0,cylinder
76019.dat,0,1,0,cylinder
76048.dat,76,120,0,cylinder
76110.dat,0,6,0,cylinder
76110p01.dat,2,6,0,cylinder
76110p02.dat,2,6,0,cylinder
76110p03.dat,2,6,0,cylinder
76110p04.dat,2,6,0,cylinder
76110p05.dat,2,6,0,cylinder
76113.dat,0,20,0,cylinder
76113c01.dat,4,48,0,cylinder
76138.dat,1,2,0,cylinder
76244.dat,0,1,0,cylinder
76320-f1.dat,0,2,0,cylinder
76320-f2.dat,0,2,0,cylinder
76371.dat,0,4,0,cylinder
76384.dat,2,4,0,cylinder
76385.dat,2,4,1,cylinder
76409.dat,0,8,0,cylinder
76409c01.dat,0,10,0,cylinder
76424.dat,0,106,0,cylinder
76442.dat,0,4,0,cylinder
76442c01.dat,0,5,0,cylinder
76443.dat,0,4,0,cylinder
76443c01.dat,1,5,0,cylinder;fingers
76454c01.dat,72,118,0,cylinder
76454c02.dat,72,118,0,cylinder
76537.dat,1,2,0,cylinder
76543a.dat,0,13,0,cylinder
76543b.dat,0,13,0,cylinder
765c01.dat,1,2,0,cylinder
765c02.dat,0,4,0,cylinder
765c03.dat,0,8,0,cylinder
76607c01.dat,0,10,0,cylinder
766bc02.dat,0,4,0,cylinder
766bc03.dat,0,8,0,cylinder
766c01.dat,0,9,0,generic;cylinder
767.dat,0,12,0,cylinder
76766.dat,16,24,0,cylinder
76768.dat,5,7,0,cylinder
76798.dat,2,17,0,cylinder
76798d01.dat,0,17,0,cylinder
76798d02.dat,0,17,0,cylinder
76798d03.dat,0,17,0,cylinder
768.dat,9,26,0,cylinder
770.dat,0,1,0,cylinder
770p4b.dat,0,1,0,cylinder
770p4c.dat,0,1,0,cylinder
770p4d.dat,0,1,0,cylinder
770ph1.dat,0,1,0,cylinder
770ps1.dat,0,1,0,cylinder
770pw1.dat,0,1,0,cylinder
77127p01.dat,0,8,0,cylinder
77127p01c01.dat,0,16,0,cylinder
772p01.dat,2,4,0,cylinder
773.dat,2,3,0,cylinder
775.dat,1,2,0,cylinder
77598.dat,0,4,0,cylinder
775c01.dat,0,3,0,cylinder
778.dat,0,24,0,cylinder
77813.dat,0,1,0,cylinder
77844.dat,0,9,0,cylinder
77845.dat,6,11,0,cylinder
77850.dat,9,11,0,cylinder
780.dat,42,70,0,cylinder
781.dat,64,128,0,cylinder
78168.dat,0,12,0,cylinder
78256.dat,4,6,0,cylinder;clip
78329.dat,5,14,0,cylinder
78443.dat,8,14,0,cylinder
78444.dat,8,14,0,cylinder
785.dat,0,148,0,cylinder
792c01.dat,8,12,0,cylinder;fingers
792c02.dat,9,13,0,cylinder;fingers
792c03.dat,11,15,0,cylinder;fingers
79387.dat,8,20,0,cylinder
79389.dat,2,6,0,cylinder
794a.dat,0,392,0,cylinder
794ap01.dat,0,392,0,cylinder
794ap02.dat,0,392,0,cylinder
79759.dat,0,64,0,cylinder
79846.dat,0,8,0,cylinder
800.dat,0,10,0,cylinder
80015.dat,10,14,0,cylinder
80031.dat,0,90,0,cylinder
80039.dat,0,2,0,cylinder
80045.dat,0,2,0,cylinder
80120.dat,0,11,0,cylinder
80123.dat,0,8,0,cylinder
80178.dat,0,4,0,cylinder
80222.dat,0,2,0,cylinder
80256.dat,0,240,0,cylinder
80268.dat,0,5,0,cylinder
80268p01.dat,0,5,0,cylinder
80271.dat,0,1,0,cylinder
80272.dat,0,1,0,cylinder
80274.dat,0,2,0,cylinder
80276.dat,0,1,0,cylinder
80298.dat,0,2,0,cylinder
803.dat,37,73,0,cylinder
80316.dat,0,2,0,cylinder
80319.dat,0,64,0,cylinder
80394.dat,0,1,0,fingers
80394a.dat,0,30,0,cylinder
80395.dat,0,11,0,cylinder
804.dat,45,89,0,cylinder
80400.dat,4,11,0,cylinder
805.dat,53,105,0,cylinder
80514.dat,0,8,0,cylinder
80543.dat,3,5,0,cylinder
80546.dat,0,563,0,cylinder
80547.dat,6,448,0,cylinder
80548.dat,0,322,0,cylinder
80549.dat,0,196,0,cylinder
80567.dat,8,12,0,cylinder
80573.dat,0,33,0,cylinder
80581.dat,0,2,0,clip
80582.dat,0,20,0,cylinder
80587.dat,0,20,0,cylinder
80588.dat,0,17,0,cylinder
80589.dat,0,2,0,clip
806.dat,78,150,0,cylinder
80602.dat,0,476,0,cylinder
80648.dat,0,11,0,cylinder
80649.dat,0,11,0,cylinder
80650.dat,0,11,0,cylinder
80651.dat,0,11,0,cylinder
80671.dat,0,240,0,cylinder
80672.dat,0,450,0,cylinder
80796.dat,3,21,0,cylinder
809.dat,34,708,0,cylinder
80973.dat,0,39,0,cylinder
810.dat,0,15,0,cylinder
81022.dat,0,712,0,cylinder
81038.dat,0,17,0,cylinder;generic
81043.dat,0,446,0,cylinder
81048.dat,0,8,0,cylinder
81055.dat,0,3,0,cylinder
811.dat,2,76,0,cylinder
81149.dat,0,3,0,cylinder
81155.dat,0,17,0,cylinder
81267.dat,0,2,0,clip
813.dat,4,16,0,cylinder
813c01.dat,0,16,0,cylinder
813c02-f1.dat,8,68,0,cylinder
813c02-f2.dat,8,68,0,cylinder
813c03-f1.dat,8,68,0,cylinder
813c03-f2.dat,8,68,0,cylinder
81426.dat,0,2,0,clip
81427.dat,0,2,0,clip
814c01-f1.dat,0,1,0,cylinder
814c01-f2.dat,0,1,0,cylinder
814c02-f1.dat,0,1,0,cylinder
814c02-f2.dat,0,1,0,cylinder
81599.dat,0,47,0,cylinder
81615.dat,0,13,0,cylinder
81714.dat,0,2,0,cylinder
81715.dat,0,2,0,clip
81772.dat,0,48,0,cylinder
817c01.dat,0,18,0,cylinder
817c02.dat,0,18,0,cylinder
817c03.dat,0,18,0,cylinder
817c04.dat,2,20,0,cylinder;generic
82059.dat,0,13,0,cylinder
82359.dat,0,5,0,cylinder
824.dat,0,45,0,cylinder
824c01.dat,18,45,0,cylinder
82532.dat,0,13,0,cylinder
827.dat,0,20,1,cylinder
828.dat,0,4,0,cylinder
83396.dat,0,1,0,clip
837.dat,0,32,0,cylinder
841.dat,0,16,0,cylinder
84133.dat,0,8,0,cylinder
84133p01.dat,0,8,0,cylinder
84599.dat,32,52,0,cylinder;generic
84625.dat,0,1,0,cylinder
84637.dat,2,10,0,cylinder
84637b.dat,2,10,0,cylinder
84637bp01.dat,2,10,0,cylinder
84637bp02.dat,2,10,0,cylinder
84637bp03.dat,2,10,0,cylinder
84637bp04.dat,2,10,0,cylinder
84637bp05.dat,2,10,0,cylinder
84637bp06.dat,2,10,0,cylinder
84637bp07.dat,2,10,0,cylinder
84637c01.dat,2,10,0,cylinder
84637c02.dat,2,10,0,cylinder
84637c03.dat,2,10,0,cylinder
84637c04.dat,2,10,0,cylinder
84637c05.dat,2,10,0,cylinder
84637c06.dat,2,10,0,cylinder
84637c07.dat,2,10,0,cylinder
84638.dat,0,5,11,cylinder
84638p01.dat,0,5,11,cylinder
85489ac01.dat,0,1,0,cylinder
85614.dat,0,17,0,cylinder
85970dy0.dat,15,19,0,cylinder
85970dy1.dat,15,19,0,cylinder
85976.dat,6,30,6,cylinder
85977.dat,22,38,0,cylinder
85983c01.dat,0,15,0,cylinder;clip
85984d01.dat,0,2,0,cylinder
85984d02.dat,0,2,0,cylinder
85984d03.dat,0,2,0,cylinder
85984d08.dat,0,2,0,cylinder
85984d0d.dat,0,2,0,cylinder
85984d0e.dat,0,2,0,cylinder
85984d50.dat,0,2,0,cylinder
85984dx7.dat,0,2,0,cylinder
85984dy0.dat,0,2,0,cylinder
85984dy1.dat,0,2,0,cylinder
85984dy5.dat,0,2,0,cylinder
85984dy6.dat,0,2,0,cylinder
85984dy7.dat,0,2,0,cylinder
85984dy9.dat,0,2,0,cylinder
85984dya.dat,0,2,0,cylinder
85984dyf.dat,0,2,0,cylinder
860.dat,2,3,0,cylinder;fingers
861c01.dat,16,62,0,cylinder
861c02.dat,0,30,0,cylinder
86209.dat,0,1,0,generic
86294.dat,0,4,0,cylinder
862ac01.dat,0,38,0,cylinder
862ac02.dat,33,96,0,cylinder;generic
86644.dat,2,13,0,cylinder
86652c01.dat,2,9,0,cylinder;generic
866c01.dat,0,6,0,cylinder
866c04.dat,48,120,0,cylinder
86876.dat,5,7,0,cylinder
870.dat,0,20,0,cylinder
87058.dat,12,232,0,cylinder
87079d50.dat,0,8,0,cylinder
87079d51.dat,0,8,0,cylinder
87079d52.dat,0,8,0,cylinder
87079dm0.dat,0,8,0,cylinder
87079dm1.dat,0,8,0,cylinder
87079dq0.dat,0,8,0,cylinder
87079dq1.dat,0,8,0,cylinder
87079dq2.dat,0,8,0,cylinder
87079dq3.dat,0,8,0,cylinder
87079dt0.dat,0,8,0,cylinder
87079dt1.dat,0,8,0,cylinder
87081.dat,19,27,0,cylinder
87084.dat,10,18,0,cylinder
87086.dat,0,7,0,cylinder
87398.dat,0,4,0,cylinder
87398p01.dat,0,4,0,cylinder
87513.dat,3,21,0,cylinder;generic
87544dq0.dat,0,7,0,cylinder
87544dq1.dat,0,7,0,cylinder
87552.dat,3,7,0,cylinder
87552p01.dat,3,7,0,cylinder
87552p02.dat,3,7,0,cylinder
87574.dat,0,24,0,cylinder
87576.dat,1,17,0,cylinder;generic
87576c01.dat,0,17,0,cylinder;generic
87577.dat,2,52,0,cylinder
87578.dat,0,12,0,cylinder
87580.dat,7,7,0,cylinder
87601.dat,4,28,0,cylinder
87606.dat,12,20,0,cylinder
87606ps1.dat,12,20,0,cylinder
87611.dat,41,57,0,cylinder
87613.dat,16,22,0,cylinder;generic
87613p01.dat,15,21,0,cylinder
87613p02.dat,15,21,0,cylinder
87614.dat,16,28,0,cylinder
87615.dat,17,41,0,cylinder
87616.dat,21,31,0,cylinder
87619.dat,18,34,0,cylinder
877.dat,0,13,0,cylinder
87776.dat,0,5,0,cylinder
87776pk1.dat,0,5,0,cylinder
87857.dat,0,14,0,cylinder
87857pk1.dat,0,14,0,cylinder
87857pk3.dat,0,14,0,cylinder
87857pk4.dat,0,14,0,cylinder
879.dat,0,13,0,cylinder
87926.dat,10,30,0,cylinder
880.dat,0,16,0,cylinder
88072.dat,3,6,0,cylinder
88112.dat,22,42,0,cylinder
88296.dat,0,8,0,cylinder
88296p01.dat,0,8,0,cylinder
883.dat,4,48,0,cylinder
88323c01.dat,1,6,0,cylinder;clip
88323c02.dat,1,6,0,cylinder;clip
88323c03.dat,2,7,0,cylinder;clip
88323c04.dat,1,6,0,cylinder;clip
88323c05.dat,1,6,0,cylinder;clip
88323c06.dat,2,7,0,cylinder;clip
884.dat,76,120,0,cylinder
88408.dat,0,1,0,cylinder
88412.dat,0,1,0,cylinder
88415.dat,0,2,0,cylinder;fingers
885.dat,0,1,0,cylinder
88513.dat,1,2,0,cylinder
88517c01.dat,0,5,0,cylinder
88517c02.dat,0,5,0,cylinder
886.dat,0,16,0,cylinder
88618.dat,0,8,0,cylinder
88618c01.dat,0,8,0,cylinder
88618p01.dat,0,8,0,cylinder
88618p01c01.dat,0,8,0,cylinder
889.dat,0,1,0,generic
88930dy1.dat,0,8,0,cylinder
88930dy2.dat,0,8,0,cylinder
889c01.dat,0,7,0,cylinder;generic
89.dat,0,6,0,cylinder;clip
890.dat,0,1,0,clip
890p01.dat,0,1,0,clip
892.dat,0,1,0,clip
892p01.dat,0,1,0,clip
89510.dat,0,4,0,cylinder
89523.dat,85,153,0,cylinder
89648.dat,12,35,0,cylinder
89648c01.dat,8,35,0,cylinder
89648c02.dat,8,35,0,cylinder
896p01.dat,52,276,0,cylinder
89832.dat,2,18,0,cylinder
8c01.dat,2,11,0,cylinder;clip;generic
8c02.dat,2,10,0,cylinder;clip
9.dat,8,23,0,cylinder
90109.dat,0,30,0,cylinder
90194.dat,9,13,0,cylinder
90201.dat,16,20,0,cylinder
90397d01.dat,0,10,0,cylinder
9044.dat,0,3,0,cylinder
90460.dat,1,1,0,cylinder
905c01.dat,5,9,0,cylinder
90754.dat,0,10,0,cylinder
90787.dat,0,4,0,cylinder
91.dat,0,2,0,cylinder
91143.dat,0,7,0,cylinder
91176.dat,5,13,0,cylinder
913.dat,1,2,0,cylinder
91347c01-f1.dat,0,5,0,cylinder;clip
91405.dat,256,512,0,cylinder
91598.dat,9,11,0,cylinder
915p04.dat,107,524,0,cylinder
91884.dat,2,3,0,cylinder
91884p01.dat,2,3,0,cylinder
91884p02.dat,2,3,0,cylinder
91884p03.dat,2,3,0,cylinder
91884p04.dat,2,3,0,cylinder
91988.dat,28,56,0,cylinder
91994.dat,0,4,0,cylinder
919c01.dat,20,43,0,cylinder;generic
92013.dat,2,6,2,cylinder;generic
92088.dat,142,278,0,cylinder
92094.dat,0,16,0,cylinder
92099.dat,24,46,0,cylinder
92198c01.dat,8,23,1,fingers;cylinder;generic;clip
92198p01c01.dat,2,11,1,fingers;cylinder;generic
92198p01c02.dat,0,5,2,cylinder
92198p01c03.dat,2,6,2,cylinder
92198p01c04.dat,2,11,1,fingers;cylinder;generic
92198p01c05.dat,2,6,2,cylinder
92198p01c06.dat,3,12,1,fingers;cylinder;generic
92198p01c07.dat,3,12,1,fingers;cylinder;generic
92198p01c08.dat,0,10,1,fingers;cylinder;generic
92198p01c09.dat,3,12,1,fingers;cylinder;generic
92198p01c10.dat,2,11,1,fingers;cylinder;generic
92198p01c11.dat,2,11,1,fingers;cylinder;generic
92198p01c12.dat,3,7,2,cylinder
92198p01c13.dat,3,12,1,fingers;cylinder;generic
92198p01c14.dat,0,8,3,fingers;cylinder;generic
92198p02c01.dat,2,6,2,cylinder
92198p02c02.dat,2,6,2,cylinder
92198p02c03.dat,0,8,2,fingers;cylinder;generic
92198p02c04.dat,2,11,1,fingers;cylinder;generic
92198p02c05.dat,2,11,1,fingers;cylinder;generic
92198p02c06.dat,2,10,1,cylinder;fingers;generic
92198p02c07.dat,2,11,1,fingers;cylinder;generic
92198p04c01.dat,2,11,1,fingers;cylinder;generic
92198p04c02.dat,2,6,2,cylinder
92198p04c03.dat,2,6,2,cylinder
92198p04c04.dat,2,6,2,cylinder
92198p04c05.dat,2,6,2,cylinder
92198p04c06.dat,1,5,2,cylinder
92198p05c01.dat,2,11,1,fingers;cylinder;generic
92198p05c02.dat,1,10,1,fingers;cylinder;generic
92198p05c03.dat,1,10,1,fingers;cylinder;generic
92198p05c04.dat,1,10,1,fingers;cylinder;generic
92198p05c05.dat,0,8,2,fingers;cylinder;generic
92198p06c01.dat,2,11,1,fingers;cylinder;generic
92198p07c01.dat,2,11,1,fingers;cylinder;generic
92198p08c01.dat,2,6,2,cylinder
92198p08c02.dat,2,11,1,fingers;cylinder;generic
92198p08c03.dat,2,6,2,cylinder
92198p08c04.dat,2,11,1,fingers;cylinder;generic
92198p08c05.dat,2,11,1,fingers;cylinder;generic
92198p08c06.dat,2,11,1,fingers;cylinder;generic
92198p08c07.dat,2,11,1,fingers;cylinder;generic
92198p09c01.dat,1,9,1,fingers;cylinder;generic
92198p09c02.dat,0,9,1,fingers;cylinder;generic
92198p10c01.dat,1,9,1,fingers;cylinder;generic
92198p10c02.dat,1,9,1,fingers;cylinder;generic
92198p11c01.dat,2,11,1,fingers;cylinder;generic
92198p12c01.dat,1,9,1,cylinder;fingers;generic
92198p13c01.dat,0,10,1,fingers;cylinder;generic
92198p14c01.dat,0,10,1,fingers;cylinder;generic
92198p14c02.dat,0,11,1,fingers;cylinder;generic
92198p15c01.dat,0,9,1,fingers;cylinder;generic
92198p15c02.dat,0,10,1,fingers;cylinder;generic
92240c01.dat,6,17,1,fingers;cylinder;generic;clip
92240p01c01.dat,1,9,1,fingers;cylinder;generic
92241p01c01.dat,0,6,1,cylinder;generic;clip
92241p02c01.dat,0,6,1,cylinder;generic;clip
92241p03c01.dat,0,6,1,cylinder;generic;clip
92241p04c01.dat,0,6,1,cylinder;generic;clip
92241p05c01.dat,0,6,1,cylinder;generic;clip
92241p06c01.dat,0,6,1,cylinder;generic;clip
92241p07c01.dat,0,6,1,cylinder;generic;clip
92241p08c01.dat,0,6,1,cylinder;generic;clip
92241p09c01.dat,0,6,1,cylinder;generic;clip
92241p0ac01.dat,0,6,1,cylinder;generic;clip
92241p0cc01.dat,0,6,1,cylinder;generic;clip
92241p11c01.dat,0,6,1,cylinder;generic;clip
92241p12c01.dat,0,6,1,cylinder;generic;clip
92241p13c01.dat,0,6,1,cylinder;generic;clip
92241p14c01.dat,0,6,1,cylinder;generic;clip
92241p15c01.dat,0,6,1,cylinder;generic;clip
92241p16c01.dat,0,6,1,cylinder;generic;clip
92241p17c01.dat,0,6,1,cylinder;generic;clip
92241p18c01.dat,0,6,1,cylinder;generic;clip
92241p19c01.dat,0,6,1,cylinder;generic;clip
92241p20c01.dat,0,6,1,cylinder;generic;clip
92241p21c01.dat,0,6,1,cylinder;generic;clip
92241p22c01.dat,0,6,1,cylinder;generic;clip
92241p23c01.dat,0,6,1,cylinder;generic;clip
92242p01c01.dat,0,5,1,cylinder;generic;clip
92243p01c01.dat,0,6,1,cylinder;generic;clip
92243p02c01.dat,0,6,1,cylinder;generic;clip
92249p01c01.dat,2,5,0,fingers;cylinder;generic
92249p02c01.dat,2,5,0,fingers;cylinder;generic
92251p01c01.dat,2,5,0,fingers;cylinder;generic
92251p02c01.dat,2,5,0,fingers;cylinder;generic
92251p03c01.dat,2,5,0,fingers;cylinder;generic
92251p04c01.dat,2,5,0,fingers;cylinder;generic
92251p05c01.dat,2,5,0,fingers;cylinder;generic
92251p06c01.dat,2,5,0,fingers;cylinder;generic
92252p01c01.dat,2,5,0,fingers;cylinder;generic
92252p02c01.dat,2,5,0,fingers;cylinder;generic
92252p03c01.dat,2,5,0,fingers;cylinder;generic
92252p04c01.dat,2,5,0,fingers;cylinder;generic
92252p05c01.dat,2,5,0,fingers;cylinder;generic
92252p06c01.dat,2,5,0,fingers;cylinder;generic
92252p07c01.dat,2,5,0,fingers;cylinder;generic
92253p01c01.dat,2,5,0,fingers;cylinder;generic
92253p02c01.dat,2,5,0,fingers;cylinder;generic
92253p03c01.dat,2,5,0,fingers;cylinder;generic
92253p04c01.dat,2,5,0,fingers;cylinder;generic
9230.dat,2,5,0,cylinder
92338-f1.dat,2,4,0,cylinder
92338-f2.dat,2,4,0,cylinder
92339.dat,4,160,0,cylinder
92340.dat,132,268,0,cylinder
924.dat,2,3,0,cylinder
92410.dat,10,22,0,cylinder;fingers;generic
92411.dat,2,13,0,cylinder
92438.dat,128,256,0,cylinder
9244.dat,0,6,0,cylinder;clip
9245.dat,7,11,0,cylinder
9246.dat,7,11,0,cylinder
92474.dat,1,3,0,cylinder
92538.dat,20,40,0,cylinder
92547.dat,0,16,0,cylinder
92548.dat,0,16,0,cylinder
92579.dat,1,5,0,cylinder
9258.dat,7,11,0,cylinder
92580.dat,1,5,0,cylinder
92584.dat,69,109,0,cylinder
92693c01-f1.dat,3,8,0,cylinder
92693c01-f2.dat,3,8,0,cylinder
92693c02.dat,0,8,0,cylinder
92693c03.dat,0,8,0,cylinder
92709.dat,2,196,0,cylinder;generic
92709c01.dat,2,196,0,cylinder;generic
92709c02.dat,2,196,0,cylinder;generic
92709c03.dat,2,196,0,cylinder;generic
92709c04.dat,2,196,0,cylinder;generic
92709c05.dat,2,196,0,cylinder;generic
92710c01.dat,0,196,0,cylinder;generic
92710c02.dat,0,196,0,cylinder;generic
92710c03.dat,0,196,0,cylinder;generic
92711.dat,1,195,0,cylinder;generic
92715.dat,42,106,0,cylinder
92715c01.dat,0,106,0,cylinder
92747.dat,0,1,0,cylinder
92747p01.dat,0,1,0,cylinder
92747p02.dat,0,1,0,cylinder
92747p03.dat,0,1,0,cylinder
92747p04.dat,0,1,0,cylinder
92747p05.dat,0,1,0,cylinder
92747p06.dat,0,1,0,cylinder
92903.dat,2,3,0,cylinder
92911c01.dat,2,5,0,cylinder;generic
92950.dat,2,8,0,cylinder
92950p01.dat,0,6,0,cylinder
93.dat,6,14,0,cylinder
93083.dat,2,10,0,cylinder
93083p01.dat,2,10,0,cylinder
93083p02.dat,2,10,0,cylinder
93083p03.dat,2,10,0,cylinder
93083p04.dat,2,10,0,cylinder
93085.dat,0,12,0,cylinder
93085p01.dat,0,12,0,cylinder
93085p02.dat,0,12,0,cylinder
93085p03.dat,0,12,0,cylinder
93085p04.dat,0,12,0,cylinder
93094.dat,0,2,0,cylinder
93096.dat,2,8,0,cylinder
93140.dat,18,22,0,cylinder
93140c01.dat,12,34,0,cylinder
93251.dat,0,1,0,cylinder
9326.dat,0,5,0,cylinder
9326p01.dat,0,5,0,cylinder
9326p02.dat,0,5,0,cylinder
9326p11.dat,0,5,0,cylinder
9326p14.dat,0,5,0,cylinder
9326p15.dat,0,5,0,cylinder
9326p16.dat,0,5,0,cylinder
9326p17.dat,0,5,0,cylinder
9326p18.dat,0,5,0,cylinder
9326p47.dat,0,5,0,cylinder
9326p51.dat,0,5,0,cylinder
9326p52.dat,0,5,0,cylinder
9326p60.dat,0,5,0,cylinder
9326p61.dat,0,5,0,cylinder
9326p63.dat,0,5,0,cylinder
9326p68.dat,0,5,0,cylinder
9326t01.dat,0,5,0,cylinder
9326t02.dat,0,5,0,cylinder
9327.dat,0,13,0,cylinder
93273d01.dat,0,5,0,cylinder
93273d02.dat,0,5,0,cylinder
93273dy0.dat,0,5,0,cylinder
93273dy2.dat,0,5,0,cylinder
93274.dat,5,21,0,cylinder
9328.dat,7,11,0,cylinder
93353.dat,0,8,0,cylinder
9339.dat,0,13,0,cylinder
933c02.dat,0,2,0,generic
9341.dat,0,13,0,cylinder
9342.dat,0,13,0,cylinder
9352.dat,7,11,0,cylinder
93541.dat,176,318,52,cylinder
9358.dat,0,12,0,cylinder
93587.dat,6,8,0,cylinder
93589d01.dat,0,15,0,cylinder
93589d02.dat,0,15,0,cylinder
93589d03.dat,0,15,0,cylinder
9359.dat,0,12,0,cylinder
93590.dat,9,13,0,cylinder
93591.dat,0,2,0,cylinder
93595c01.dat,0,1,0,cylinder
93597.dat,10,12,0,cylinder
93606dy0.dat,0,9,0,cylinder
93606dy1.dat,0,9,0,cylinder
93606dy2.dat,0,9,0,cylinder
93606dy3.dat,0,9,0,cylinder
93606dy4.dat,0,9,0,cylinder
93606dy5.dat,0,9,0,cylinder
93606dy8.dat,0,9,0,cylinder
93606dy9.dat,0,9,0,cylinder
93606dyb.dat,0,9,0,cylinder
93606dyc.dat,0,9,0,cylinder
93606dyd.dat,0,9,0,cylinder
93674.dat,0,2,0,fingers
93772.dat,0,3,0,cylinder
93791.dat,0,7,0,cylinder
93792.dat,2,5,0,cylinder
93888.dat,0,32,0,cylinder
94.dat,0,128,0,cylinder
9401.dat,7,11,0,cylinder
94148.dat,5,9,0,cylinder
94531.dat,0,4,0,cylinder
9460.dat,2,5,0,cylinder
94638.dat,0,7,0,cylinder
948ac01.dat,2,19,1,cylinder
948ac02.dat,2,19,1,cylinder
948bc01.dat,2,18,1,cylinder
948bc02.dat,2,18,1,cylinder
948cc01.dat,30,79,1,cylinder
948cc02.dat,30,79,1,cylinder
949a.dat,0,15,0,cylinder
949ac01.dat,2,39,0,cylinder
949ac02.dat,2,39,0,cylinder
949b.dat,0,14,0,cylinder
949bc01.dat,2,33,0,cylinder
949bc02.dat,2,33,0,cylinder
949c.dat,0,18,0,cylinder
949cc01.dat,30,94,0,cylinder
949cc02.dat,30,94,0,cylinder
95.dat,0,512,0,cylinder
95227.dat,127,231,0,cylinder
952a.dat,0,16,4,cylinder
952b.dat,2,10,5,cylinder
95347.dat,0,8,0,cylinder
953a.dat,4,20,0,cylinder
953b.dat,7,15,0,cylinder
95490.dat,3,30,0,cylinder
9551.dat,0,5,0,cylinder
9552.dat,0,5,0,cylinder
9553.dat,0,5,0,cylinder
9556.dat,0,5,0,cylinder
956.dat,18,22,0,cylinder
95646.dat,0,40,0,cylinder;generic
95646c01.dat,0,40,0,cylinder;generic
95648.dat,0,4,0,generic;cylinder
95650.dat,0,4,0,generic;cylinder
95652.dat,2,6,0,generic;cylinder
95654.dat,2,6,0,generic;cylinder
95658.dat,0,26,0,cylinder;generic
9566.dat,0,5,0,cylinder
9567.dat,0,3,0,cylinder
95820.dat,3,6,0,cylinder;clip
96.dat,3,6,0,cylinder
961.dat,2,14,0,cylinder
96285.dat,0,17,0,cylinder
965.dat,5,7,0,cylinder;generic
967.dat,33,65,0,cylinder
96828.dat,9,78,0,cylinder
96874.dat,4,6,0,cylinder
97.dat,3,6,0,cylinder
970.dat,0,5,0,cylinder
970c00.dat,0,13,0,cylinder
970c02.dat,0,13,0,cylinder
970c36.dat,0,11,0,cylinder
970c3j.dat,0,13,0,cylinder
970c4f.dat,0,13,0,cylinder
970c63.dat,0,13,0,cylinder
970ca2.dat,0,13,0,cylinder
970chb.dat,0,13,0,cylinder
970cs5.dat,0,13,0,cylinder
970p4f.dat,0,5,0,cylinder
970p63.dat,0,5,0,cylinder
970phb.dat,0,5,0,cylinder
970ps5.dat,0,5,0,cylinder
971.dat,0,4,0,cylinder
97149.dat,0,5,8,cylinder
97149p01.dat,0,5,8,cylinder
971p3j.dat,0,4,0,cylinder
971p4f.dat,0,4,0,cylinder
971p63.dat,0,4,0,cylinder
971pa2.dat,0,4,0,cylinder
971phb.dat,0,4,0,cylinder
971ps5.dat,0,4,0,cylinder
972.dat,0,4,0,cylinder
972p3j.dat,0,4,0,cylinder
972p4f.dat,0,4,0,cylinder
972p63.dat,0,4,0,cylinder
972pa2.dat,0,4,0,cylinder
972phb.dat,0,4,0,cylinder
973c01.dat,0,5,12,cylinder
973d01.dat,0,5,0,cylinder
973d02.dat,0,5,0,cylinder
973d03.dat,0,5,0,cylinder
973d04.dat,0,5,0,cylinder
973d05.dat,0,5,0,cylinder
973d06.dat,0,5,0,cylinder
973d07.dat,0,5,0,cylinder
973d08.dat,0,5,0,cylinder
973d09.dat,0,5,0,cylinder
973d0a.dat,0,5,0,cylinder
973d0b.dat,0,5,0,cylinder
973d0c.dat,0,5,0,cylinder
973d0d.dat,0,5,0,cylinder
973d0e.dat,0,5,0,cylinder
973p101.dat,0,5,0,cylinder
97492.dat,8,16,0,cylinder
979.dat,2,25,12,cylinder
98.dat,4,6,0,cylinder
980.dat,6,30,7,cylinder
98085.dat,2,6,2,clip;cylinder
98107.dat,0,4,0,cylinder
98138pd11.dat,0,1,0,cylinder
982.dat,2,3,0,cylinder
98220.dat,0,8,0,cylinder
98222.dat,0,24,0,cylinder
98223.dat,8,16,0,cylinder
98233.dat,12,36,0,cylinder
98263.dat,5,12,0,cylinder;generic
98280.dat,6,23,0,cylinder
98281.dat,16,20,0,cylinder
98282.dat,3,7,0,cylinder
98285.dat,12,16,0,cylinder
98286.dat,12,18,0,cylinder
98286c01.dat,24,38,0,cylinder
98287.dat,18,42,0,cylinder
98288.dat,9,11,0,cylinder;clip
98302.dat,1,3,0,cylinder
98642.dat,0,5,9,cylinder
988.dat,3,9,0,cylinder;generic
98835.dat,6,8,0,cylinder
99.dat,0,8,0,cylinder
990.dat,20,52,0,cylinder;generic
99013.dat,1,3,0,cylinder
99013p01.dat,1,3,0,cylinder
99013p02.dat,1,3,0,cylinder
99021.dat,2,3,0,cylinder
99101.dat,0,5,0,cylinder
99131.dat,0,14,0,cylinder
99141c01.dat,0,40,0,cylinder;generic
99207.dat,3,13,0,cylinder
99301.dat,9,14,0,cylinder
99380.dat,0,4,0,generic;cylinder
99385c01.dat,0,4,0,generic;cylinder
99455.dat,1,16,0,cylinder;generic
99498.dat,2,16,0,cylinder
99498c01.dat,0,23,0,cylinder;generic
99499.dat,1,15,0,cylinder
99499c01.dat,0,22,0,cylinder;generic
99535c01.dat,12,15,0,cylinder;generic
99550c01.dat,6,16,0,cylinder;generic
99570.dat,0,4,0,cylinder
