part,before_unique,after_unique,resolver_warnings,families
302101.dat,6,12,0,cylinder
30215.dat,4,610,0,cylinder
30216.dat,158,316,0,cylinder
30218-f1.dat,2,3,0,cylinder
30218-f2.dat,1,2,0,cylinder
302226.dat,5,9,0,cylinder
30223.dat,0,24,0,cylinder
30225.dat,0,128,0,cylinder
30225b.dat,6,512,0,cylinder
30225bp1.dat,6,512,0,cylinder
30225p01.dat,0,128,0,cylinder
30225p02.dat,0,128,0,cylinder
30226.dat,4,9,0,cylinder
3023.dat,0,5,0,cylinder
302323.dat,0,5,0,cylinder
30234.dat,5,9,0,cylinder
30235.dat,44,72,4,cylinder
30236.dat,5,8,0,cylinder
30237.dat,3,6,0,cylinder;clip
3023a.dat,0,2,0,cylinder
3023b.dat,3,5,0,cylinder
3023bp00.dat,3,5,0,cylinder
3023bpb0.dat,3,5,0,cylinder
3023pb0.dat,0,5,0,cylinder
30242.dat,28,28,0,cylinder
302421.dat,1,2,0,cylinder
30250.dat,26,50,0,cylinder
30250p01.dat,20,44,0,cylinder
30255.dat,55,196,0,cylinder
30258d01.dat,0,1,0,clip
30258d02.dat,0,1,0,clip
30259ad01.dat,0,1,0,clip
30259ad02.dat,0,1,0,clip
30259d01.dat,0,1,0,clip
30261d01.dat,0,1,0,clip
30262.dat,68,112,4,cylinder
30263.dat,74,82,0,cylinder;fingers
30271.dat,20,812,0,cylinder
30277.dat,16,28,4,cylinder
30278.dat,46,94,0,cylinder
30278c01.dat,48,122,0,cylinder
30283.dat,24,40,8,cylinder
30286.dat,0,4,0,cylinder
30293.dat,0,4,0,cylinder
30294.dat,0,1,0,cylinder
30294c01.dat,0,5,0,cylinder
30295.dat,180,352,0,cylinder
30296.dat,34,58,0,cylinder
30296p01.dat,34,58,0,cylinder
30298.dat,0,8,0,cylinder
30299.dat,58,124,0,cylinder
30300.dat,60,76,0,cylinder
30303.dat,20,36,0,cylinder
30303pa0.dat,0,16,0,cylinder
30320.dat,0,31,0,cylinder
303223.dat,24,48,0,cylinder
303226.dat,24,48,0,cylinder
30343.dat,12,20,0,cylinder
30343c01.dat,12,20,0,cylinder
30343c02.dat,12,20,0,cylinder
30344.dat,0,8,0,cylinder
30346c01.dat,0,15,0,cylinder
30348.dat,0,14,0,cylinder
30350.dat,0,8,0,cylinder;clip
30350ad01.dat,0,8,0,cylinder;clip
30350d01.dat,0,8,0,cylinder;clip
30350p01.dat,0,8,0,cylinder;clip
30355.dat,60,110,0,cylinder
30356.dat,60,110,0,cylinder
30359.dat,6,9,0,cylinder
30361.dat,0,6,0,cylinder
30361ps1.dat,0,6,0,cylinder
30361ps2.dat,0,6,0,cylinder
30361ps4.dat,0,6,0,cylinder
30366.dat,22,30,0,cylinder
30366ps0.dat,22,30,0,cylinder
30366ps1.dat,22,30,0,cylinder
30366ps2.dat,22,30,0,cylinder
30367.dat,0,6,0,cylinder
30375cs0.dat,7,14,0,cylinder;clip
30375cs1.dat,7,14,0,cylinder;clip
30375cs2.dat,7,14,0,cylinder;clip
30375cs3.dat,7,14,0,cylinder;clip
3037d01.dat,0,12,0,cylinder
3037d50.dat,0,12,0,cylinder
3037d51.dat,0,12,0,cylinder
3037d52.dat,0,12,0,cylinder
3037d53.dat,0,12,0,cylinder
3037dq0.dat,0,12,0,cylinder
3037dy0.dat,0,12,0,cylinder
30382.dat,25,31,0,cylinder
30389a.dat,4,8,1,cylinder
30389b.dat,6,10,1,cylinder
30389c.dat,5,9,1,cylinder
3038d01.dat,6,9,0,cylinder
3039.dat,4,6,0,cylinder
30390.dat,11,15,4,cylinder
303923.dat,0,6,0,cylinder
303926.dat,0,6,0,cylinder
30399.dat,32,64,0,cylinder
3039d01.dat,0,6,0,cylinder
3039d02.dat,0,6,0,cylinder
3039dy0.dat,0,6,0,cylinder
3039p01.dat,4,6,0,cylinder
3039p02.dat,4,6,0,cylinder
3039p03.dat,4,6,0,cylinder
3039p04.dat,4,6,0,cylinder
3039p05.dat,4,6,0,cylinder
3039p06.dat,4,6,0,cylinder
3039p07.dat,4,6,0,cylinder
3039p08.dat,4,6,0,cylinder
3039p09.dat,4,6,0,cylinder
3039p0a.dat,4,6,0,cylinder
3039p0u.dat,4,6,0,cylinder
3039p10.dat,4,6,0,cylinder
3039p101.dat,0,6,0,cylinder
3039p11.dat,4,6,0,cylinder
3039p12.dat,4,6,0,cylinder
3039p13.dat,4,6,0,cylinder
3039p14.dat,4,6,0,cylinder
3039p15.dat,4,6,0,cylinder
3039p16.dat,4,6,0,cylinder
3039p23.dat,4,6,0,cylinder
3039p32.dat,4,6,0,cylinder
3039p33.dat,4,6,0,cylinder
3039p34.dat,4,6,0,cylinder
3039p50.dat,4,6,0,cylinder
3039p58.dat,4,6,0,cylinder
3039p67.dat,4,6,0,cylinder
3039p68.dat,4,6,0,cylinder
3039p70.dat,4,6,0,cylinder
3039p71.dat,4,6,0,cylinder
3039p72.dat,4,6,0,cylinder
3039p73.dat,4,6,0,cylinder
3039p74.dat,4,6,0,cylinder
3039p75.dat,4,6,0,cylinder
3039p76.dat,4,6,0,cylinder
3039pa0.dat,4,6,0,cylinder
3039pc0.dat,4,6,0,cylinder
3039pc1.dat,4,6,0,cylinder
3039pc2.dat,4,6,0,cylinder
3039pc3.dat,4,6,0,cylinder
3039pc4.dat,4,6,0,cylinder
3039pc5.dat,4,6,0,cylinder
3039pc6.dat,4,6,0,cylinder
3039pc7.dat,4,6,0,cylinder
3039pc8.dat,4,6,0,cylinder
3039pc9.dat,4,6,0,cylinder
3039pca.dat,4,6,0,cylinder
3039pcb.dat,4,6,0,cylinder
3039pcc.dat,4,6,0,cylinder
3039pcd.dat,4,6,0,cylinder
3039pce.dat,4,6,0,cylinder
3039pcf.dat,4,6,0,cylinder
3039pcg.dat,4,6,0,cylinder
3039pch.dat,4,6,0,cylinder
3039pci.dat,4,6,0,cylinder
3039pcj.dat,4,6,0,cylinder
3039pck.dat,4,6,0,cylinder
3039pcl.dat,4,6,0,cylinder
3039pcm.dat,4,6,0,cylinder
3039pcn.dat,4,6,0,cylinder
3039pco.dat,4,6,0,cylinder
3039pd0.dat,4,6,0,cylinder
3039ph1.dat,4,6,0,cylinder
3039ph2.dat,4,6,0,cylinder
3039ps1.dat,4,6,0,cylinder
3039ps2.dat,4,6,0,cylinder
3039ps3.dat,4,6,0,cylinder
3039ps4.dat,4,6,0,cylinder
3039ps5.dat,4,6,0,cylinder
3039pt1.dat,4,6,0,cylinder
3039pt2.dat,4,6,0,cylinder
3039pt3.dat,4,6,0,cylinder
3039pt4.dat,4,6,0,cylinder
3039pz1.dat,4,6,0,cylinder
303c01.dat,0,116,0,cylinder;generic
3040.dat,0,3,0,cylinder
30400.dat,72,144,0,cylinder
30401p01.dat,64,80,0,cylinder
30407.dat,6,15,1,cylinder
3040bdy0.dat,0,3,0,cylinder
3040bdy1.dat,0,3,0,cylinder
3044.dat,0,2,0,cylinder
30457.dat,0,8,0,cylinder
3045dx0.dat,4,5,0,cylinder
3045dx1.dat,4,5,0,cylinder
30460c01.dat,0,1,0,cylinder
30461.dat,0,4,0,cylinder
30461c01.dat,0,4,0,cylinder
30461c02.dat,0,4,0,cylinder
30463.dat,0,4,0,cylinder
30473.dat,58,808,0,cylinder
3048.dat,2,4,0,cylinder
304826.dat,0,4,0,cylinder
30485.dat,2,10,0,cylinder
30485p60.dat,2,10,0,cylinder
30485ps0.dat,2,10,0,cylinder
30489.dat,41,71,4,cylinder
30499.dat,0,8,0,cylinder
304c01.dat,0,4,0,cylinder
304c02.dat,0,4,0,cylinder
304c03.dat,0,34,0,cylinder
304c04.dat,0,34,0,cylinder
304c05.dat,0,4,0,cylinder
304c06.dat,0,4,0,cylinder
304c07.dat,0,34,0,cylinder
304c08.dat,0,34,0,cylinder
305.dat,0,2,0,clip
30503.dat,11,20,0,cylinder
30504.dat,45,72,0,cylinder
30516c01.dat,0,20,0,cylinder
30516c02.dat,0,20,0,cylinder
30520.dat,20,36,0,cylinder
30526.dat,4,7,0,cylinder
30527c01.dat,2,3,0,cylinder
30527c02.dat,2,3,0,cylinder
30527c03.dat,2,3,0,cylinder
30528.dat,16,35,0,cylinder
30529c01.dat,7,13,0,cylinder;clip
30535.dat,11,27,0,cylinder
30540.dat,2,5,1,cylinder
30541.dat,2,5,1,cylinder
30562d01.dat,0,13,0,cylinder
30565.dat,13,22,0,cylinder
3058.dat,60,138,0,cylinder
3058a.dat,102,138,0,cylinder
306.dat,2,3,0,cylinder
30619.dat,37,73,1,cylinder
3062-old.dat,2,3,0,cylinder
3062.dat,2,4,0,cylinder
30620.dat,4,116,0,cylinder
30621.dat,55,71,0,cylinder
3063.dat,2,4,0,cylinder
30640c01.dat,6,7,0,cylinder
30640c02.dat,6,7,0,cylinder
30642.dat,68,180,0,cylinder
30643.dat,20,68,0,cylinder
30644.dat,2,24,0,cylinder
30645.dat,92,204,0,cylinder
3065.dat,2,4,0,cylinder
30657.dat,1,2,0,cylinder
30658.dat,2,14,0,cylinder
3066.dat,8,12,0,cylinder
3066p01.dat,4,8,0,cylinder
3067.dat,0,12,0,cylinder
3067p02.dat,0,12,0,cylinder
3067p03.dat,0,12,0,cylinder
3067p10.dat,0,12,0,cylinder
3067p11.dat,0,12,0,cylinder
3067p12.dat,0,12,0,cylinder
3067p13.dat,0,12,0,cylinder
3067p14.dat,0,12,0,cylinder
3067pt1.dat,0,12,0,cylinder
3067pt2.dat,0,12,0,cylinder
3067pt3.dat,0,12,0,cylinder
3068.dat,0,5,0,cylinder
3068bd01.dat,0,5,0,cylinder
3068bd02.dat,0,5,0,cylinder
3068bd03.dat,0,5,0,cylinder
3068bd05.dat,0,5,0,cylinder
3068bdm0.dat,0,5,0,cylinder
3068bdm1.dat,0,5,0,cylinder
3068bdx0.dat,0,5,0,cylinder
3068bp14.dat,0,5,0,cylinder
3068bp50.dat,0,5,0,cylinder
3068bpd13.dat,0,5,0,cylinder
3068p07.dat,0,5,0,cylinder
3068p08.dat,0,5,0,cylinder
3068p10.dat,0,5,0,cylinder
3068p101.dat,0,5,0,cylinder
3068p18.dat,0,5,0,cylinder
3068p22.dat,0,5,0,cylinder
3068p23.dat,0,5,0,cylinder
3068p50.dat,0,5,0,cylinder
3068p51.dat,0,5,0,cylinder
3068p52.dat,0,5,0,cylinder
3068p57.dat,0,5,0,cylinder
3068p65.dat,0,5,0,cylinder
3068p66.dat,0,5,0,cylinder
3068p67.dat,0,5,0,cylinder
3068p68.dat,0,5,0,cylinder
3068p80.dat,0,5,0,cylinder
3068p81.dat,0,5,0,cylinder
3068p87.dat,0,5,0,cylinder
3068plc.dat,0,5,0,cylinder
3068ps1.dat,0,5,0,cylinder
3068warn.dat,0,5,0,cylinder
3069.dat,0,2,0,cylinder
306901.dat,0,2,0,cylinder
3069bd01.dat,0,2,0,cylinder
3069bd02.dat,0,2,0,cylinder
3069bd03.dat,0,2,0,cylinder
3069bd04.dat,0,2,0,cylinder
3069bd05.dat,0,2,0,cylinder
3069bd06.dat,0,2,0,cylinder
3069bd07.dat,0,2,0,cylinder
3069bps2.dat,0,2,0,cylinder
3069bps5.dat,0,2,0,cylinder
3069bpt6.dat,0,2,0,cylinder
3069p01.dat,0,2,0,cylinder
3069p05.dat,0,2,0,cylinder
3069p06.dat,0,2,0,cylinder
3069p07.dat,0,2,0,cylinder
3069p09.dat,0,2,0,cylinder
3069p101.dat,0,2,0,cylinder
3069p12.dat,0,2,0,cylinder
3069p13.dat,0,2,0,cylinder
3069p15.dat,0,2,0,cylinder
3069p21.dat,0,2,0,cylinder
3069p25.dat,0,2,0,cylinder
3069p30.dat,0,2,0,cylinder
3069p52.dat,0,2,0,cylinder
3069p68.dat,0,2,0,cylinder
307024.dat,1,1,0,cylinder
3070bds0.dat,1,1,0,cylinder
3070disp.dat,0,1,0,cylinder
3070p06.dat,0,1,0,cylinder
3070p1k.dat,0,1,0,cylinder
30741.dat,14,29,0,cylinder
3081ac01.dat,2,4,0,cylinder
3081bc01.dat,2,6,0,cylinder
3081cc01.dat,2,6,0,cylinder
30837.dat,29,69,0,cylinder
30841.dat,8,10,0,cylinder
3087ac01.dat,1,2,0,cylinder
3087bc01.dat,1,3,0,cylinder
3087cc01.dat,1,3,0,cylinder
309.dat,19,476,0,cylinder
30925.dat,3,5,0,cylinder
309p01.dat,19,476,0,cylinder
309p02.dat,19,476,0,cylinder
309p03.dat,19,476,0,cylinder
309p04.dat,19,476,0,cylinder
31.dat,0,9,0,cylinder
31043.dat,0,92,0,cylinder
31061.dat,4,12,0,cylinder
31066.dat,0,8,0,cylinder
31074.dat,0,140,0,cylinder
31111.dat,8,24,0,cylinder
31111p01.dat,8,24,0,cylinder
31111p02.dat,8,24,0,cylinder
31111p03.dat,8,24,0,cylinder
31111p04.dat,8,24,0,cylinder
31111p05.dat,8,24,0,cylinder
31111p06.dat,8,24,0,cylinder
31111p07.dat,8,24,0,cylinder
31111p08.dat,8,24,0,cylinder
31111p09.dat,8,24,0,cylinder
31111p0a.dat,8,24,0,cylinder
31111p0b.dat,8,24,0,cylinder
31111p0c.dat,8,24,0,cylinder
31111p0d.dat,8,24,0,cylinder
31111p0e.dat,8,24,0,cylinder
31111p0f.dat,8,24,0,cylinder
31111p0g.dat,8,24,0,cylinder
31215.dat,8,24,0,cylinder
3127.dat,2,5,0,cylinder
3134.dat,2,4,0,cylinder
3134d01.dat,2,4,0,cylinder
3135c01.dat,10,20,0,cylinder
3135c02.dat,10,20,0,cylinder
3135c03.dat,10,20,0,cylinder
3137a.dat,5,9,0,cylinder
3137b.dat,0,1,0,cylinder
3137c01.dat,5,11,0,cylinder
3137c02.dat,5,11,0,cylinder
3137c03.dat,5,11,0,cylinder
3137c04.dat,5,11,0,cylinder
3137c05.dat,5,13,0,cylinder;generic
31459.dat,0,24,0,cylinder
31460.dat,0,12,0,cylinder
3148.dat,9,17,1,cylinder;generic
31493.dat,2,7,0,cylinder
314d.dat,9,17,1,cylinder;generic
31511.dat,0,5,0,cylinder
31520.dat,0,5,0,cylinder
3160.dat,0,20,0,cylinder
3176.dat,5,11,0,cylinder
317626.dat,0,11,0,cylinder
3176c01-f1.dat,0,11,0,cylinder
3176c01-f2.dat,0,11,0,cylinder
3183.dat,5,12,0,cylinder;generic
3183a.dat,5,12,0,cylinder;generic
3183b.dat,1,8,0,cylinder;generic
3183c.dat,1,8,0,cylinder;generic
3184.dat,5,12,0,cylinder;generic
3187.dat,6,9,0,cylinder
3192.dat,0,2,0,cylinder
3193.dat,0,2,0,cylinder
3193p01.dat,0,2,0,cylinder
31ac01.dat,3,6,0,cylinder
31bc01.dat,3,9,0,cylinder
31cc01.dat,3,9,0,cylinder
32.dat,0,6,0,cylinder
32004bc01.dat,2,8,0,cylinder;generic
32006.dat,3,4,0,cylinder
32008.dat,0,4,0,cylinder
32020c01.dat,2,8,0,cylinder;generic
32021.dat,0,10,0,cylinder
32021p01.dat,0,10,0,cylinder
32021p01c01.dat,0,18,0,cylinder
32021p01c02.dat,0,18,0,cylinder
32026c01.dat,7,13,0,cylinder
32039.dat,0,2,0,cylinder
32053.dat,0,1,0,cylinder
32057.dat,3,4,3,cylinder
32058.dat,0,20,0,cylinder
32058p01.dat,0,20,0,cylinder
32059.dat,24,44,0,cylinder
32060.dat,0,1,0,cylinder
32061.dat,0,7,0,cylinder
32064.dat,2,7,0,cylinder
32064a.dat,3,7,0,cylinder
32064b.dat,3,7,0,cylinder
32064c.dat,3,7,0,cylinder
32064d.dat,3,7,0,cylinder
32068.dat,3,4,0,cylinder
32074c01.dat,4,11,0,cylinder
32077.dat,0,1,0,cylinder
32084.dat,30,54,0,cylinder
32085.dat,0,86,0,cylinder
32086.dat,8,16,0,cylinder
32086ps1.dat,8,16,0,cylinder
32087.dat,64,104,0,cylinder;generic
32089.dat,0,1,0,cylinder
321.dat,0,2,0,cylinder
32104.dat,20,44,0,cylinder
32104c01.dat,80,116,0,cylinder
32123.dat,0,1,0,cylinder
32123a.dat,0,1,0,cylinder
32123ac01.dat,0,1,0,cylinder
32125.dat,10,22,0,cylinder
32133c01.dat,0,6,0,cylinder
32136.dat,0,5,0,cylinder
32177.dat,3,4,0,cylinder
3218.dat,1,3,0,cylinder
32181c01.dat,0,1,0,cylinder
32181c02.dat,0,2,0,cylinder
32181c03.dat,0,1,0,cylinder
32181c04.dat,0,2,0,cylinder
32181c05.dat,0,1,0,cylinder
32183c01.dat,0,1,0,cylinder
32183c02.dat,0,1,0,cylinder
32184.dat,1,3,0,cylinder
32190d01.dat,0,4,0,cylinder
32195.dat,0,9,0,cylinder;generic
32197.dat,0,1,0,cylinder
32270.dat,0,1,0,cylinder
32276c01.dat,52,106,0,cylinder
32276c02.dat,52,106,0,cylinder
3228.dat,0,15,0,cylinder
32282.dat,0,20,0,cylinder
32283.dat,4,8,0,cylinder
32283c01.dat,0,29,0,cylinder
32288.dat,0,116,0,cylinder
32288c01.dat,28,147,0,cylinder
32288c02.dat,28,148,0,cylinder
3228ac01.dat,16,62,0,cylinder
3228ac02.dat,0,30,0,cylinder
3228bc01.dat,0,50,0,cylinder
3228bc02.dat,0,38,0,cylinder
3228c.dat,16,31,0,cylinder
32291.dat,2,3,0,cylinder
3229ac01.dat,0,6,0,cylinder
3229ac04.dat,48,120,0,cylinder
3229bc01.dat,0,13,0,cylinder
3229bc04.dat,0,88,0,cylinder
322c01.dat,10,18,0,cylinder
322c02.dat,0,18,0,cylinder
3231.dat,0,8,0,cylinder
32324.dat,16,40,0,cylinder
32342c01.dat,0,26,0,cylinder
32344.dat,28,36,0,cylinder
32374.dat,0,22,0,cylinder
32374p01.dat,0,22,0,cylinder
32374p01c01.dat,0,22,0,cylinder
32374p02.dat,0,22,0,cylinder
32374p02c01.dat,0,22,0,cylinder
324.dat,0,6,0,cylinder
3240ac01.dat,0,50,0,cylinder
3240ac02.dat,0,38,0,cylinder
3240bc01.dat,0,50,0,cylinder
3240bc02.dat,0,38,0,cylinder
3241ac01.dat,0,13,0,cylinder
3241ac04.dat,0,88,0,cylinder
3245b.dat,3,5,0,cylinder
3245bdq0.dat,3,5,0,cylinder
3245bdq1.dat,3,5,0,cylinder
3245bdq2.dat,3,5,0,cylinder
3245bdq3.dat,3,5,0,cylinder
3245bp01.dat,4,6,0,cylinder
3245bp02.dat,4,6,0,cylinder
3245bp03.dat,2,4,0,cylinder
3245bp04.dat,2,4,0,cylinder
3245bp05.dat,2,4,0,cylinder
3245bp06.dat,2,4,0,cylinder
3245bp07.dat,2,4,0,cylinder
3245cdm0.dat,2,7,0,cylinder
32475.dat,7,9,0,cylinder;generic
32531.dat,28,72,0,cylinder
32531a.dat,40,72,0,cylinder
32531b.dat,12,44,0,cylinder
32532.dat,0,92,0,cylinder
32532a.dat,44,92,0,cylinder
32532b.dat,44,92,0,cylinder
32627.dat,4,8,0,cylinder
32714.dat,0,2,0,cylinder
32739.dat,12,34,0,cylinder
32807.dat,2,3,0,cylinder
32807dy0.dat,0,3,0,cylinder
32932.dat,6,17,0,cylinder
32952.dat,2,6,0,cylinder
3297d01.dat,0,16,0,cylinder
329826.dat,0,8,0,cylinder
3298d01.dat,0,8,0,cylinder
3298d05.dat,0,8,0,cylinder
3298dy0.dat,0,8,0,cylinder
3298dy1.dat,0,8,0,cylinder
32ac01.dat,0,4,0,cylinder
32bc01.dat,0,6,0,cylinder
32cc01.dat,0,6,0,cylinder
33.dat,0,6,0,cylinder
33029.dat,0,2,0,cylinder
33036.dat,0,5,0,cylinder
33036c01.dat,0,5,0,cylinder
33048c01.dat,0,2,0,cylinder
33062.dat,0,4,0,cylinder
3307.dat,2,8,0,cylinder
3307p00.dat,2,8,0,cylinder
33080.dat,0,242,0,cylinder
33086.dat,8,11,0,cylinder
33088.dat,0,4,0,cylinder
3308a.dat,2,10,0,cylinder
3308ap01.dat,2,10,0,cylinder
33177.dat,0,66,0,cylinder
33213.dat,8,81,6,cylinder
33215.dat,27,29,0,cylinder
33216.dat,1,9,0,cylinder;fingers
33230.dat,235,460,0,cylinder
3324d.dat,17,33,1,cylinder;generic
3324e.dat,17,33,1,cylinder;generic
33268.dat,0,2,0,cylinder
33268c01.dat,0,2,0,cylinder
33299.dat,0,4,0,cylinder
33299a.dat,2,4,0,cylinder
3334.dat,0,384,0,cylinder
33340.dat,26,34,0,cylinder;generic
33341.dat,1,13,0,cylinder;generic
3350d01.dat,2,2,0,cylinder
3350p04.dat,0,2,0,cylinder
3359.dat,4,6,0,cylinder
335c01.dat,0,7,0,cylinder
335c02.dat,0,7,0,cylinder
338.dat,1,4,0,cylinder;fingers
3383.dat,0,2,0,cylinder
3384.dat,0,2,0,cylinder
33847.dat,0,1,0,cylinder
339.dat,0,1,0,fingers
33909.dat,4,6,0,cylinder
33ac01.dat,0,4,0,cylinder
33bc01.dat,0,6,0,cylinder
33cc01.dat,0,6,0,cylinder
34.dat,0,19,0,cylinder
340.dat,16,22,0,cylinder
3403c01.dat,19,31,0,cylinder
3404.dat,2,14,0,cylinder
3404b.dat,0,12,0,cylinder
3404bc01.dat,0,12,0,cylinder
3404bc02.dat,0,12,0,cylinder
3404cc01.dat,0,12,0,cylinder
3404cc02.dat,0,12,0,cylinder
3404d.dat,0,12,0,cylinder
3404dc01.dat,0,12,0,cylinder
3404dc02.dat,0,12,0,cylinder
3404ec01.dat,0,12,0,cylinder
3404ec02.dat,0,12,0,cylinder
34103.dat,5,9,0,cylinder
34103px1.dat,0,4,0,cylinder
34277.dat,0,8,0,cylinder
3430.dat,0,4,0,cylinder
3430c00-f1.dat,0,4,0,cylinder
3430c00-f2.dat,0,4,0,cylinder
3430c00.dat,0,4,0,cylinder
3430c01-f1.dat,0,4,0,cylinder
3430c01.dat,0,4,0,cylinder
3430c02-f1.dat,0,4,0,cylinder
3430c02.dat,0,4,0,cylinder
3430c03-f1.dat,0,4,0,cylinder
3437.dat,4,12,0,cylinder
3437p01.dat,4,12,0,cylinder
3437p02.dat,4,12,0,cylinder
3437pe0.dat,4,12,0,cylinder
3437pe1.dat,4,12,0,cylinder
3437pe2.dat,4,12,0,cylinder
3437pe3.dat,4,12,0,cylinder
34412.dat,0,5,7,cylinder
34412p01.dat,0,5,7,cylinder
34432.dat,16,21,0,cylinder
3443ac01.dat,0,5,0,cylinder
3443ac02.dat,2,11,0,cylinder;generic
3443ac03.dat,0,5,0,cylinder
3443ac04.dat,2,11,0,cylinder;generic
3443b.dat,0,22,0,cylinder
3443bc01.dat,0,27,0,cylinder
3443bc02.dat,2,33,0,cylinder;generic
3443bc03.dat,0,27,0,cylinder
3443bc04.dat,2,33,0,cylinder;generic
3443bc05.dat,0,27,0,cylinder
3443bc06.dat,2,33,0,cylinder;generic
3460.dat,8,23,0,cylinder
3460py0.dat,0,15,0,cylinder
3462.dat,7,11,0,cylinder
3468c01.dat,0,2,0,cylinder
34732.dat,4,15,0,cylinder
34738.dat,11,15,0,cylinder
3474.dat,18,30,0,cylinder
34742.dat,0,28,0,cylinder
3475.dat,3,7,0,cylinder
3475a.dat,4,6,0,cylinder
3475b.dat,4,7,0,cylinder
3479.dat,6,14,0,cylinder
34816.dat,3,6,0,cylinder
3482c01.dat,0,1,0,cylinder
3482c02.dat,0,1,0,cylinder
3482c03.dat,0,1,0,cylinder
3482c04.dat,0,1,0,cylinder
3482c05.dat,0,1,0,cylinder
3486.dat,1,5,0,cylinder
3491.dat,9,17,0,cylinder;generic
3497.dat,0,192,0,cylinder
34993c01.dat,0,24,0,cylinder
34a.dat,0,8,0,cylinder
35.dat,1,2,0,cylinder
35007.dat,0,6,0,cylinder
35010.dat,0,6,0,cylinder
35011.dat,0,1408,0,cylinder
35011c01.dat,0,1432,0,cylinder
35014c01.dat,0,8,0,cylinder
35015.dat,0,8,0,cylinder
35016.dat,0,176,0,cylinder
35016c01.dat,0,184,0,cylinder
35017c01.dat,0,8,0,cylinder
35018.dat,0,8,0,cylinder
35019.dat,0,352,0,cylinder
35019c01.dat,0,360,0,cylinder
35020c01.dat,0,24,0,cylinder
35044.dat,8,16,0,cylinder
35114.dat,0,4,0,cylinder
35194.dat,0,3,0,cylinder
35195.dat,0,6,0,cylinder
35197.dat,0,6,0,cylinder
35199.dat,0,704,0,cylinder
35199c01.dat,0,728,0,cylinder
35243.dat,4,11,0,cylinder
35298.dat,0,1,0,cylinder
353.dat,572,572,0,cylinder
35327.dat,0,10,0,cylinder
35331.dat,0,20,0,cylinder
35338.dat,0,1,0,cylinder
35378.dat,0,7,0,cylinder
35382.dat,0,2,0,cylinder
35386.dat,0,2,0,cylinder
3544.dat,16,28,0,cylinder
35443.dat,13,25,0,cylinder
35446.dat,26,50,0,cylinder
3545.dat,16,28,0,cylinder
35470.dat,11,14,0,cylinder
35477.dat,3,5,0,cylinder
35533.dat,0,8,0,cylinder
35533c01.dat,24,42,0,cylinder
35565.dat,6,31,0,cylinder
3569.dat,1,5,0,cylinder
35779.dat,0,4,0,cylinder
35789.dat,9,13,0,cylinder
3585.dat,44,88,0,cylinder
3586.dat,44,88,0,cylinder
3587.dat,6,12,0,cylinder
3587d01.dat,0,12,0,cylinder
3587p01.dat,6,12,0,cylinder
3587p02.dat,6,12,0,cylinder
3587pa0.dat,6,12,0,cylinder
35967.dat,2,10,0,generic;cylinder
3597.dat,9,13,0,cylinder;fingers
35a.dat,0,1,0,cylinder
3622.dat,3,8,0,cylinder
3622p02.dat,3,8,0,cylinder
3622p03.dat,3,8,0,cylinder
3622p04.dat,3,8,0,cylinder
3622p05.dat,3,8,0,cylinder
3622p06.dat,3,8,0,cylinder
3622p07.dat,3,8,0,cylinder
3622p08.dat,3,8,0,cylinder
3622p09.dat,3,8,0,cylinder
3622p0a.dat,3,8,0,cylinder
3622p0b.dat,3,8,0,cylinder
3622p10.dat,3,8,0,cylinder
3622p53.dat,3,8,0,cylinder
3622p70.dat,3,8,0,cylinder
3622pf1.dat,3,8,0,cylinder
3622px1.dat,3,8,0,cylinder
3622px2.dat,3,8,0,cylinder
3622px3.dat,3,8,0,cylinder
3622px4.dat,3,8,0,cylinder
3622pz0.dat,3,8,0,cylinder
3623.dat,5,8,0,cylinder
362321.dat,3,8,0,cylinder
3623p00.dat,5,8,0,cylinder
3623p01.dat,5,8,0,cylinder
3623p02.dat,5,8,0,cylinder
3623p03.dat,5,8,0,cylinder
3623p05.dat,5,8,0,cylinder
3623pt1.dat,5,8,0,cylinder
3623pt2.dat,5,8,0,cylinder
3623pt3.dat,5,8,0,cylinder
3623pz1.dat,5,8,0,cylinder
3626-4t.dat,0,2,0,cylinder
3626.dat,0,5,0,cylinder
362626.dat,0,5,0,cylinder
3626cpcob.dat,0,4,0,cylinder
3626p01.dat,0,5,0,cylinder
3626p02.dat,0,5,0,cylinder
3639.dat,9,17,0,cylinder;fingers
3640.dat,9,17,0,cylinder;fingers
3645.dat,0,960,0,cylinder
3645p03.dat,75,960,0,cylinder
3650.dat,0,1,0,cylinder
3660p01.dat,0,6,0,cylinder
3660p02.dat,0,6,0,cylinder
3660p03.dat,0,6,0,cylinder
3666.dat,6,17,0,cylinder
3666py0.dat,0,11,0,cylinder
3668.dat,2,18,0,cylinder
367.dat,0,132,0,cylinder
3675dx0.dat,9,10,0,cylinder
3675dx1.dat,9,10,0,cylinder
3678.dat,0,6,0,cylinder
3678ad01.dat,0,6,0,cylinder
3678ad21.dat,0,6,0,cylinder
3678ad22.dat,0,6,0,cylinder
3678ad23.dat,0,6,0,cylinder
3678ad24.dat,0,6,0,cylinder
3678ad25.dat,0,6,0,cylinder
3678ad26.dat,0,6,0,cylinder
3678ad27.dat,0,6,0,cylinder
3678ad28.dat,0,6,0,cylinder
3678p01.dat,0,6,0,cylinder
3678p4h.dat,0,6,0,cylinder
3678pc0.dat,0,6,0,cylinder
3679.dat,1,5,0,cylinder
